Step,小島電機_Return,小島電機_Price,井上パン_Return,井上パン_Price,笹田工務店_Return,笹田工務店_Price,スーパー山田_Return,スーパー山田_Price
0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0
1,-0.02404920248340016,97.59507975165998,-0.020241087084754153,97.97589129152459,0.025792128155073916,102.57921281550739,0.07604608374917451,107.60460837491746
2,-0.03816846315609713,93.87002554594238,0.2127680130757894,118.82202701095181,0.005365823071875378,103.12963472232765,0.0020562147857845874,107.82586656167652
3,0.004517736293962045,94.29410556726644,-0.5239840733973393,56.5611772884246,-0.007249178325130329,102.38202960961995,-0.003737251754458361,107.4228941526929
4,-0.07076986722006542,87.62092423663617,0.14427419977858216,64.72149588024658,0.0009197592447878905,102.47619642785354,-0.054738222080117485,101.54275591607384
5,0.07793892613529324,94.45000497862148,-0.01773289014596069,63.57379670371992,0.010675282046879238,103.57015872781227,-0.0554848911728074,95.90866715468354
6,-0.04266296347151096,90.42048786633453,0.08327677691295983,68.86801758932548,0.4505894012548923,150.23777453685136,0.05254188110074032,100.9478889408554
7,-0.0460383213951283,86.25768038523992,-0.03750812493798303,66.28490738135385,0.003982933877706031,150.83616165876535,0.14113669107053628,115.19533995652372
8,-0.010809833484276036,85.32524922353558,-0.26731327868677013,48.56607146179526,0.01822544912103189,153.58521844868892,-0.04325061899826134,110.21307019768892
9,0.0025318157002853243,85.54127702915049,-0.5379010371639326,22.442331251517924,-0.0032818604889843055,153.08117318857015,0.04181167415214741,114.82126317610245
10,0.03430799479972462,88.4760267166284,0.10141048435699115,24.718218933834397,0.008843517176117595,154.4349491730035,0.011933778264642671,116.19151467091224
11,-0.09871131942204564,79.74244138220985,-0.16595326251841258,20.61614985812018,0.005393612290402125,155.26791141293063,0.09342733357313494,127.04697807043938
12,0.010617097374107683,80.58907464721385,-0.4789120466088202,10.742827336373708,0.01324083969394795,157.32378893756334,0.006895063175021008,127.92297501043058
13,-0.05061532001835752,76.51003284396181,0.23350288665226038,13.251308530223781,0.02030999522495951,160.51903433965776,-0.32689244922851424,86.1059203966729
14,-0.06378011098775811,71.6302144574969,0.016403653847917525,13.468678408385529,0.024689412854323925,164.482155049447,-0.0374339000724022,82.88263997690163
15,0.0470003237304308,74.99685772587945,0.5679549405726092,21.118280853411715,0.014578850770000151,166.8801158422409,-0.07105724270195288,76.99322811228434
16,0.04961071343820083,78.71750534328358,0.02566431375239381,21.66026703914484,0.014677947532631517,169.3295734268128,0.03416734104015546,79.62388199497924
17,-0.016782112839592703,77.39645928616135,-0.20316890810317773,17.259574235578533,0.008494661417402174,170.76797082102672,-0.06793346031369848,74.2147561674507
18,0.03902934468663566,80.4171923731661,0.015973624596081752,17.53527219510587,-0.2644300239775711,125.61179220222147,-0.4241011840875593,42.74019020006537
19,0.038145229768589174,83.48472465358536,0.23242689860028842,21.610941127526196,0.01704981311332721,127.75344978409943,0.011655402655468118,43.23834432641842
20,-0.05801807311077156,78.641101795001,0.3177888414518486,28.478657071126854,0.008947428659988207,128.89651466211004,-0.06732078668306228,40.32750497149081
21,0.005114121935672015,79.04328197873625,-0.36962226448175733,17.952311355097535,0.006559194586886813,129.7419719833503,0.035047153135365265,41.74086921379386
22,0.010342489003319844,79.86078625338764,-0.20847941627449867,14.209623963008745,0.007418152014636607,130.70441765420154,0.017657336925217613,42.47790180505326
23,-0.050963398393980536,75.79080918749972,-0.25572183561042106,10.575912839854324,0.011270122393717982,132.17747243856402,-0.0849666233679956,38.868697920920596
24,0.14670693686920716,86.90984664623636,0.003999062745157898,10.618206578888222,0.000930127745951196,132.30041437306883,-0.05904124930736976,36.57384143671868
25,0.0010126392749224208,86.99785497032782,-0.12094850451952106,9.333950372492351,0.4171516507842378,187.4897506282332,0.37877000580232423,50.4269155699179
26,0.0034940386064392266,87.30182883427155,0.024750474445646778,9.564970072663659,0.022370160729364617,191.68392648489527,-0.09558873308353315,45.60667059727916
27,0.050281359532508486,91.69148347773307,0.6423713590860459,15.70923289785797,0.029650347639254643,197.36742154202975,-0.1263946731161946,39.8422303752181
28,-0.0157576178529091,90.24664412072462,0.10059781615798835,17.28954742089971,-0.003218769506334389,196.7321413040264,-0.05009480194794474,37.846341735407165
29,0.021762539779243785,92.21064030334516,0.47039646940808727,25.422489485354635,0.009545973447131637,198.61014110111202,0.003016203569740545,37.96049400645112
30,0.06074542394229619,97.81201474056245,0.2130466073727308,30.838664621178363,0.010280994633482017,200.6520508959277,-0.08182522380029816,34.85436808880338
